PRICE,LAPTOP_BRAND,LAPTOP_MODEL,LAPTOP_CONDITION,CPU_BRAND,GPU_TYPE,RAM_GB,SSD_GB,HDD_GB,SCREEN_SIZE,SCREEN_RESOLUTION,CITY,POST_YEAR,POST_MONTH,RES_WIDTH,RES_HEIGHT,TOTAL_PIXELS,PPI,STORAGE_SCORE,CPU_TIER,BRAND_TIER,IS_GAMING
500000.0,MSI,NEEDTOBEFILLED,Never Used,Intel Core i9,Integrated,32.0,2000.0,0.0,15.0,1920x1080,BAB EZZOUAR,2024,9,1920,1080,2073600,146.86047800548656,2000.0,Premium,Mainstream,0
175000.0,HP,NEEDTOBEFILLED,Used - Good,AMD Ryzen 5,Integrated,16.0,512.0,0.0,14.0,1920x1080,ALGER CENTRE,2025,8,1920,1080,2073600,157.3505121487356,512.0,Mid-Range,Mainstream,0
74000.0,DELL,NEEDTOBEFILLED,Used - Good,Intel Core i5,Integrated,16.0,256.0,0.0,13.0,1920x1080,BAB EZZOUAR,2025,8,1920,1080,2073600,169.45439769863833,256.0,Mid-Range,Mainstream,0
95000.0,ASUS,NEEDTOBEFILLED,Used - Good,Intel Core i7,Integrated,16.0,1024.0,0.0,13.0,1920x1080,BAB EZZOUAR,2025,8,1920,1080,2073600,169.45439769863833,1024.0,High-End,Mainstream,0
135000.0,ASUS,NEEDTOBEFILLED,Used - Excellent,Intel Core i5,Integrated,8.0,256.0,0.0,15.0,1920x1080,TLEMCEN,2024,10,1920,1080,2073600,146.86047800548656,256.0,Mid-Range,Mainstream,0
80000.0,HP,NEEDTOBEFILLED,Never Used,AMD Ryzen 5,Integrated,14.0,512.0,0.0,15.0,1920x1080,ALGER CENTRE,2025,7,1920,1080,2073600,146.86047800548656,512.0,Mid-Range,Mainstream,0
295000.0,HP,NEEDTOBEFILLED,Never Used,AMD Ryzen 7,Integrated,32.0,2000.0,0.0,15.0,1920x1080,BAB EZZOUAR,2025,8,1920,1080,2073600,146.86047800548656,2000.0,High-End,Mainstream,0
79000.0,DELL,NEEDTOBEFILLED,Used - Good,Intel Core i5,Integrated,16.0,256.0,0.0,14.0,1920x1080,BAB EZZOUAR,2025,8,1920,1080,2073600,157.3505121487356,256.0,Mid-Range,Mainstream,0
112000.0,DELL,NEEDTOBEFILLED,Used - Excellent,Intel Core i7,Integrated,32.0,512.0,0.0,14.0,1920x1080,BAB EZZOUAR,2025,7,1920,1080,2073600,157.3505121487356,512.0,High-End,Mainstream,0
55000.0,LENOVO THINKPAD,NEEDTOBEFILLED,Used - Excellent,Intel Core i5,Integrated,8.0,256.0,0.0,15.0,1920x1080,BAB EZZOUAR,2024,9,1920,1080,2073600,146.86047800548656,256.0,Mid-Range,Budget,0
100000.0,NAN,NEEDTOBEFILLED,Used - Excellent,Intel Core i5,Integrated,8.0,128.0,0.0,13.0,1920x1080,ALGER CENTRE,2024,10,1920,1080,2073600,169.45439769863833,128.0,Mid-Range,Budget,0
87700.0,HP,NEEDTOBEFILLED,Used - Good,Intel Core i3,Integrated,4.0,128.0,0.0,14.0,1920x1080,DJELFA,2021,7,1920,1080,2073600,157.3505121487356,128.0,Entry-Level,Mainstream,0
60000.0,NAN,NEEDTOBEFILLED,Used - Good,Intel Core i5,Integrated,16.0,256.0,0.0,14.0,1920x1080,AIN BENIAN,2024,12,1920,1080,2073600,157.3505121487356,256.0,Mid-Range,Budget,0
35000.0,DELL,NEEDTOBEFILLED,Used - Good,Intel Core i7,Integrated,8.0,256.0,0.0,14.0,1920x1080,GUE DE CONSTANTINE,2025,8,1920,1080,2073600,157.3505121487356,256.0,High-End,Mainstream,0
185000.0,HP,NEEDTOBEFILLED,Used - Excellent,Intel Core i7,Integrated,32.0,512.0,0.0,15.6,1920x1080,BAB EZZOUAR,2024,1,1920,1080,2073600,141.21199808219862,512.0,High-End,Mainstream,0
56000.0,HP,NEEDTOBEFILLED,Used - Excellent,Intel Core i3,Integrated,0.0,0.0,0.0,15.6,1920x1080,BACHDJERRAH,2025,7,1920,1080,2073600,141.21199808219862,0.0,Entry-Level,Mainstream,0
72000.0,NAN,NEEDTOBEFILLED,Never Used,Other,Integrated,0.0,0.0,0.0,15.6,1920x1080,ALGER CENTRE,2025,6,1920,1080,2073600,141.21199808219862,0.0,Entry-Level,Budget,0
79000.0,LENOVO,NEEDTOBEFILLED,Used - Good,Intel Core i7,Integrated,16.0,512.0,0.0,15.0,1920x1080,BAB EZZOUAR,2025,3,1920,1080,2073600,146.86047800548656,512.0,High-End,Mainstream,0
190000.0,ASUS,NEEDTOBEFILLED,Never Used,AMD Ryzen 5,Integrated,16.0,500.0,0.0,15.6,1920x1080,BEN AKNOUN,2024,8,1920,1080,2073600,141.21199808219862,500.0,Mid-Range,Mainstream,0
153000.0,ASUS ROG,NEEDTOBEFILLED,Used - Good,Intel Core i7,Integrated,16.0,512.0,0.0,15.6,1920x1080,EL HARROUCH,2025,5,1920,1080,2073600,141.21199808219862,512.0,High-End,Budget,0
79900.0,LENOVO,NEEDTOBEFILLED,Never Used,Intel Core i5,Integrated,8.0,256.0,0.0,15.0,1920x1080,GUELMA,2024,8,1920,1080,2073600,146.86047800548656,256.0,Mid-Range,Mainstream,0
70000.0,DELL,NEEDTOBEFILLED,ETAT MOYEN,Intel Core i7,Integrated,16.0,1000.0,0.0,15.6,1920x1080,ALGER CENTRE,2025,8,1920,1080,2073600,141.21199808219862,1000.0,High-End,Mainstream,0
150000.0,ASUS,NEEDTOBEFILLED,Used - Good,Intel Core i5,Integrated,8.0,512.0,0.0,17.3,1920x1080,BORDJ EL KIFFAN,2024,12,1920,1080,2073600,127.33567457123111,512.0,Mid-Range,Mainstream,0
83000.0,LENOVO,NEEDTOBEFILLED,Never Used,AMD Ryzen 7,Integrated,16.0,256.0,0.0,14.0,1920x1080,ALGER CENTRE,2025,7,1920,1080,2073600,157.3505121487356,256.0,High-End,Mainstream,0
55000.0,HP,NEEDTOBEFILLED,Used - Excellent,Intel Core i5,Integrated,16.0,0.0,0.0,15.6,1920x1080,BABA HASSEN,2025,8,1920,1080,2073600,141.21199808219862,0.0,Mid-Range,Mainstream,0
26000.0,NAN,NEEDTOBEFILLED,NAN,Other,Integrated,0.0,0.0,0.0,15.6,1920x1080,CHLEF,2025,7,1920,1080,2073600,141.21199808219862,0.0,Entry-Level,Budget,0
34000.0,THINKPAD,NEEDTOBEFILLED,Used - Excellent,Apple Silicon,Integrated,8.0,128.0,0.0,12.0,1920x1080,DRARIA,2025,7,1920,1080,2073600,183.5755975068582,128.0,Premium,Budget,0
165000.0,LENOVO,NEEDTOBEFILLED,Never Used,Intel Core i5,Integrated,16.0,256.0,0.0,16.0,1920x1080,KOUBA,2025,7,1920,1080,2073600,137.68169813014364,256.0,Mid-Range,Mainstream,0
240500.0,ASUS,NEEDTOBEFILLED,Used - Excellent,Intel Core i9,Integrated,16.0,1024.0,0.0,13.3,1920x1080,BAB EZZOUAR,2025,6,1920,1080,2073600,165.6321180513006,1024.0,Premium,Mainstream,0
108000.0,LENOVO,NEEDTOBEFILLED,Never Used,Intel Core i5,Integrated,8.0,512.0,0.0,15.0,1920x1080,KOLEA,2025,7,1920,1080,2073600,146.86047800548656,512.0,Mid-Range,Mainstream,0
31000.0,NAN,NEEDTOBEFILLED,Used - Excellent,Intel Core i5,Integrated,8.0,500.0,0.0,14.1,1920x1080,REGHAIA,2025,2,1920,1080,2073600,156.23455106966654,500.0,Mid-Range,Budget,0
244000.0,APPLE,NEEDTOBEFILLED,Never Used,Other,Integrated,8.0,256.0,0.0,13.0,1920x1080,BAB EZZOUAR,2023,6,1920,1080,2073600,169.45439769863833,256.0,Entry-Level,Premium,0
90000.0,NAN,NEEDTOBEFILLED,Used - Good,Other,Integrated,8.0,256.0,0.0,14.0,1920x1080,AIN KHADRA,2022,6,1920,1080,2073600,157.3505121487356,256.0,Entry-Level,Budget,0
76000.0,HP,NEEDTOBEFILLED,Used - Excellent,Intel Core i7,Integrated,8.0,256.0,0.0,15.6,1920x1080,ALGER CENTRE,2025,2,1920,1080,2073600,141.21199808219862,256.0,High-End,Mainstream,0
165000.0,NAN,NEEDTOBEFILLED,Never Used,Other,Integrated,16.0,0.0,0.0,15.0,1920x1080,BAB EZZOUAR,2025,8,1920,1080,2073600,146.86047800548656,0.0,Entry-Level,Budget,0
105000.0,ASUS,NEEDTOBEFILLED,Used - Excellent,Intel Core i5,Integrated,8.0,256.0,0.0,14.0,1920x1080,BAB EZZOUAR,2024,8,1920,1080,2073600,157.3505121487356,256.0,Mid-Range,Mainstream,0
285000.0,NAN,NEEDTOBEFILLED,Never Used,Other,Integrated,0.0,0.0,0.0,15.6,1920x1080,ALGER CENTRE,2024,11,1920,1080,2073600,141.21199808219862,0.0,Entry-Level,Budget,0
130000.0,NAN,NEEDTOBEFILLED,Never Used,Other,Integrated,0.0,0.0,0.0,15.6,1920x1080,ALGER CENTRE,2023,1,1920,1080,2073600,141.21199808219862,0.0,Entry-Level,Budget,0
45000.0,NAN,NEEDTOBEFILLED,Used - Good,Other,Integrated,8.0,256.0,0.0,13.0,1920x1080,OULED YAHIA KHADROUCH,2025,5,1920,1080,2073600,169.45439769863833,256.0,Entry-Level,Budget,0
58000.0,NAN,NEEDTOBEFILLED,Used - Good,Other,Integrated,0.0,128.0,0.0,13.0,1920x1080,BLIDA,2025,7,1920,1080,2073600,169.45439769863833,128.0,Entry-Level,Budget,0
94000.0,MICROSOFT,NEEDTOBEFILLED,Used - Good,Intel Core i5,Integrated,16.0,512.0,0.0,13.0,1920x1080,BAB EZZOUAR,2024,9,1920,1080,2073600,169.45439769863833,512.0,Mid-Range,Premium,0
22000.0,HP,NEEDTOBEFILLED,NAN,Other,Integrated,0.0,0.0,0.0,15.6,1920x1080,AIN OULMENE,2025,6,1920,1080,2073600,141.21199808219862,0.0,Entry-Level,Mainstream,0
368000.0,APPLE,NEEDTOBEFILLED,Used - Good,Apple Silicon,Integrated,8.0,512.0,0.0,16.0,1920x1080,BAB EZZOUAR,2025,1,1920,1080,2073600,137.68169813014364,512.0,Premium,Premium,0
55000.0,DELL LATITUDE 7390,NEEDTOBEFILLED,Used - Good,Intel Core i5,Integrated,8.0,256.0,0.0,13.0,1920x1080,AIN BENIAN,2025,6,1920,1080,2073600,169.45439769863833,256.0,Mid-Range,Budget,0
34000.0,LENOVO,NEEDTOBEFILLED,Used - Excellent,Intel Core i5,Integrated,8.0,256.0,0.0,14.0,1920x1080,AIN NAADJA,2025,6,1920,1080,2073600,157.3505121487356,256.0,Mid-Range,Mainstream,0
85000.0,DELL PRECISION,NEEDTOBEFILLED,Used - Excellent,Intel Core i5,Integrated,16.0,500.0,0.0,15.6,1920x1080,SIDI MHAMED,2025,7,1920,1080,2073600,141.21199808219862,500.0,Mid-Range,Budget,0
108000.0,HP,NEEDTOBEFILLED,Used - Excellent,Intel Core i5,Integrated,16.0,512.0,0.0,15.6,1920x1080,KOLEA,2025,3,1920,1080,2073600,141.21199808219862,512.0,Mid-Range,Mainstream,0
62500.0,LENOVO THINKPAD,NEEDTOBEFILLED,Used - Excellent,Intel Core i5,Integrated,8.0,256.0,0.0,13.0,1920x1080,BARAKI,2025,1,1920,1080,2073600,169.45439769863833,256.0,Mid-Range,Budget,0
59900.0,LENOVO,NEEDTOBEFILLED,Used - Excellent,Intel Core i3,Integrated,4.0,500.0,0.0,18.0,1920x1080,HYDRA,2025,1,1920,1080,2073600,122.38373167123879,500.0,Entry-Level,Mainstream,0
50000.0,LENOVO,NEEDTOBEFILLED,Never Used,Intel Core i5,Integrated,8.0,256.0,0.0,14.0,1920x1080,MAHELMA,2024,11,1920,1080,2073600,157.3505121487356,256.0,Mid-Range,Mainstream,0
13050.0,AMD,NEEDTOBEFILLED,Never Used,Other,Integrated,16.0,512.0,0.0,15.6,1920x1080,BAB EZZOUAR,2025,7,1920,1080,2073600,141.21199808219862,512.0,Entry-Level,Budget,0
30000.0,SONY,NEEDTOBEFILLED,Used - Good,Intel Core i5,Integrated,4.0,640.0,0.0,15.6,1920x1080,AIN NAADJA,2021,2,1920,1080,2073600,141.21199808219862,640.0,Mid-Range,Budget,0
128000.0,DELL,NEEDTOBEFILLED,Used - Excellent,Intel Core i7,Integrated,16.0,512.0,0.0,14.0,1920x1080,BAB EZZOUAR,2025,7,1920,1080,2073600,157.3505121487356,512.0,High-End,Mainstream,0
145000.0,LENOVO,NEEDTOBEFILLED,Never Used,AMD Ryzen 5,Integrated,16.0,512.0,0.0,14.0,1920x1080,KOUBA,2025,8,1920,1080,2073600,157.3505121487356,512.0,Mid-Range,Mainstream,0
193500.0,LENOVO,NEEDTOBEFILLED,Never Used,Intel Core i5,Integrated,16.0,512.0,0.0,15.0,1920x1080,ANNABA,2025,8,1920,1080,2073600,146.86047800548656,512.0,Mid-Range,Mainstream,0
115000.0,MICROSOFT,NEEDTOBEFILLED,Used - Good,Intel Core i7,Integrated,16.0,512.0,0.0,15.0,1920x1080,BAB EZZOUAR,2025,3,1920,1080,2073600,146.86047800548656,512.0,High-End,Premium,0
95000.0,THINKPAD,NEEDTOBEFILLED,Used - Good,Other,Integrated,16.0,512.0,0.0,14.0,1920x1080,DAR EL BEIDA,2025,8,1920,1080,2073600,157.3505121487356,512.0,Entry-Level,Budget,0
415000.0,DELL,NEEDTOBEFILLED,Never Used,Intel Core i9,Integrated,32.0,1024.0,0.0,16.0,1920x1080,BAB EZZOUAR,2024,12,1920,1080,2073600,137.68169813014364,1024.0,Premium,Mainstream,0
24500.0,HP,NEEDTOBEFILLED,Used - Good,Other,Integrated,4.0,128.0,0.0,11.0,1920x1080,AIN TEMOUCHENT,2025,8,1920,1080,2073600,200.26428818929983,128.0,Entry-Level,Mainstream,0
165000.0,NAN,NEEDTOBEFILLED,Used - Excellent,Intel Core i7,Integrated,32.0,512.0,0.0,14.0,1920x1080,BAB EZZOUAR,2024,10,1920,1080,2073600,157.3505121487356,512.0,High-End,Budget,0
95000.0,INTEL CORPORATION,NEEDTOBEFILLED,Never Used,Intel Core i5,Integrated,8.0,512.0,0.0,15.6,1920x1080,ORAN,2024,8,1920,1080,2073600,141.21199808219862,512.0,Mid-Range,Budget,0
17000.0,APPLE,NEEDTOBEFILLED,ETAT MOYEN,Other,Integrated,0.0,0.0,0.0,15.6,1920x1080,ORAN,2024,12,1920,1080,2073600,141.21199808219862,0.0,Entry-Level,Premium,0
129000.0,HP,NEEDTOBEFILLED,Used - Excellent,Intel Core i5,Integrated,16.0,256.0,0.0,13.0,1920x1080,SAID HAMDINE,2021,12,1920,1080,2073600,169.45439769863833,256.0,Mid-Range,Mainstream,0
299000.0,NAN,NEEDTOBEFILLED,Used - Excellent,Intel Core i9,Integrated,64.0,2048.0,0.0,15.6,1920x1080,BAB EZZOUAR,2025,7,1920,1080,2073600,141.21199808219862,2048.0,Premium,Budget,0
90000.0,NAN,NEEDTOBEFILLED,Used - Excellent,Other,Integrated,0.0,0.0,0.0,15.6,1920x1080,HRAOUA,2025,5,1920,1080,2073600,141.21199808219862,0.0,Entry-Level,Budget,0
54500.0,NAN,NEEDTOBEFILLED,NAN,Other,Integrated,0.0,0.0,0.0,15.6,1920x1080,CHLEF,2025,7,1920,1080,2073600,141.21199808219862,0.0,Entry-Level,Budget,0
175000.0,HP,NEEDTOBEFILLED,Never Used,Intel Core i5,Integrated,16.0,512.0,0.0,16.0,1920x1080,BAB EZZOUAR,2025,8,1920,1080,2073600,137.68169813014364,512.0,Mid-Range,Mainstream,0
72500.0,HP,NEEDTOBEFILLED,Never Used,Other,Integrated,4.0,1024.0,0.0,15.6,1920x1080,HUSSEIN DEY,2022,5,1920,1080,2073600,141.21199808219862,1024.0,Entry-Level,Mainstream,0
70000.0,DELL,NEEDTOBEFILLED,Used - Good,Intel Core i5,Integrated,16.0,256.0,0.0,14.0,1920x1080,GHARDAIA,2025,7,1920,1080,2073600,157.3505121487356,256.0,Mid-Range,Mainstream,0
