PRICE,LAPTOP_CONDITION,LAPTOP_BRAND,LAPTOP_MODEL,DEDICATED_GPU,GPU_GENERAL,GPU_INTEGRATED,CPU,RAM_SIZE,RAM_TYPE,SSD_SIZE,HDD_SIZE,STORAGE_SIZE,STORAGE_TYPE,SCREEN_SIZE,SCREEN_FREQUENCY,SCREEN_RESOLUTION,CITY,POST_YEAR,POST_MONTH,RAM_GB,SSD_GB,HDD_GB,SCREEN_FREQUENCY_NUM,SCREEN_RESOLUTION_CLEAN,RES_WIDTH,RES_HEIGHT,TOTAL_PIXELS,PPI,TOTAL_STORAGE_GB,RAM_STORAGE_RATIO,IS_GAMING,CPU_TIER,BRAND_TIER,STORAGE_SCORE
350000.0,Used - Good,APPLE,MACBOOK,,Standard Graphics,Integrated,APPLE M2,16.0GB,DDR5,1000GB,,Not Specified,SSD,16.0,60.0Hz,3024x1964,Not Specified,2025,3,16.0,1000.0,0.0,60.0,,3024,1964,5939136,225.36317911318167,1000.0,16000.0,0,Mid-Range,Premium,1000.0
94000.0,Used - Good,HP,PROBOOK,,Standard Graphics,Integrated,INTEL CORE I7 1165G7,16.0GB,DDR4,512GB,,Not Specified,SSD,15.6,60.0Hz,1920x1080,BAB EZZOUAR,2025,5,16.0,512.0,0.0,60.0,1920x1080,1920,1080,2073600,141.21199808219862,512.0,8192.0,0,High-End,Mainstream,512.0
99000.0,Used - Good,LENOVO,THINKPAD,,Standard Graphics,Integrated,12TH GEN INTEL CORE I5 1250P,16.0GB,DDR5,512GB,,Not Specified,SSD,14.0,60.0Hz,1920x1080,BAB EZZOUAR,2025,2,16.0,512.0,0.0,60.0,1920x1080,1920,1080,2073600,157.3505121487356,512.0,8192.0,0,Mid-Range,Mainstream,512.0
260000.0,Never Used (New),GIGABYTE,AERO,NVIDIA GEFORCE RTX 4060,Standard Graphics,Integrated,13TH GEN INTEL CORE I7 13650HX,16.0GB,DDR5,1000GB,,Not Specified,SSD,16.0,60.0Hz,3840x2160,Not Specified,2025,3,16.0,1000.0,0.0,60.0,,3840,2160,8294400,275.3633962602873,1000.0,16000.0,1,High-End,Niche,1000.0
145000.0,Never Used (New),LENOVO,THINKPAD,,Standard Graphics,Integrated,AMD RYZEN 5 7535U,16.0GB,DDR5,256GB,,Not Specified,SSD,14.0,60.0Hz,1920x1080,Not Specified,2025,8,16.0,256.0,0.0,60.0,,1920,1080,2073600,157.3505121487356,256.0,4096.0,0,Mid-Range,Mainstream,256.0
98000.0,Used - Good,LENOVO,THINKPAD,,Standard Graphics,Integrated,AMD RYZEN 5 PRO 4650U,16.0GB,DDR4,512GB,,Not Specified,SSD,15.0,60.0Hz,1920x1080,BAB EZZOUAR,2022,9,16.0,512.0,0.0,60.0,,1920,1080,2073600,146.86047800548656,512.0,8192.0,0,Mid-Range,Mainstream,512.0
103000.0,Bon état,HP,PAVILION,INTEL IRIS XE GRAPHICS,Dédiée,INTEL IRIS XE GRAPHICS,I7 1185G7,16.0GB,DDR4,512GB,,512GO,SSD,15.6,60.0Hz,1920x1080,ALGER CENTRE,2022,12,16.0,512.0,0.0,60.0,,1920,1080,2073600,141.21199808219862,512.0,8192.0,0,High-End,Mainstream,512.0
158000.0,New,LENOVO,THINKPAD,,Standard Graphics,Integrated,13TH GEN INTEL CORE I5 1335U,16.0GB,DDR4,512GB,,Not Specified,SSD,14.0,60.0Hz,1920x1080,BAB EZZOUAR,2025,7,16.0,512.0,0.0,60.0,,1920,1080,2073600,157.3505121487356,512.0,8192.0,0,Mid-Range,Mainstream,512.0
185000.0,Used - Good,SAMSUNG,GALAXY,,Standard Graphics,Integrated,INTEL CORE I5 1340P,16.0GB,DDR5,512GB,,Not Specified,SSD,14.0,60.0Hz,1920x1080,KOUBA,2025,7,16.0,512.0,0.0,60.0,,1920,1080,2073600,157.3505121487356,512.0,8192.0,0,Mid-Range,Niche,512.0
180000.0,Etat neuf,Samsung,Not Specified,,Intégrée,Arc Intel,Intel core i7 155H,16.0GB,DDR5,512GB,,Not Specified,SSD,16.0,60.0Hz,2560x1440,MAHELMA,2024,10,16.0,512.0,0.0,60.0,,2560,1440,3686400,183.5755975068582,512.0,8192.0,0,High-End,Niche,512.0
89000.0,Never Used (New),LENOVO,THINKPAD,,Standard Graphics,Integrated,11TH GEN INTEL CORE I3 1115G4,8.0GB,DDR4,,1000GB,Not Specified,HDD,14.0,60.0Hz,1920x1080,Not Specified,2025,8,8.0,0.0,1000.0,60.0,,1920,1080,2073600,157.3505121487356,1000.0,0.0,0,Entry-Level,Mainstream,200.0
135000.0,New,HP,PAVILION,,Standard Graphics,Integrated,INTEL CORE I7 1255U,16.0GB,DDR4,512GB,,Not Specified,SSD,15.6,60.0Hz,1920x1080,BOUMERDES,2024,9,16.0,512.0,0.0,60.0,1920x1080,1920,1080,2073600,141.21199808219862,512.0,8192.0,0,High-End,Mainstream,512.0
72000.0,Bon état,LENOVO,IDEAPAD,,Intégrée,INTEL UHD GRAPHICS,i7-8665U 1.90 GHZ,8.0GB,DDR4,256GB,,256GO,SSD,13.3,60.0Hz,1920x1080,BAB EZZOUAR,2025,8,8.0,256.0,0.0,60.0,,1920,1080,2073600,165.6321180513006,256.0,2048.0,0,High-End,Mainstream,256.0
110000.0,Bon état,Asus,VIVOBOOK,Gtx 1650,Integrée + Dédiée,Integrated,R7 5800H,16.0GB,DDR5,512GB,,512GO,SSD,15.0,60.0Hz,1920x1080,ALGER CENTRE,2024,10,16.0,512.0,0.0,60.0,,1920,1080,2073600,146.86047800548656,512.0,8192.0,1,Other,Mainstream,512.0
119000.0,Used - Fair,APPLE,MACBOOK,APPLE 7-CORE GPU,Standard Graphics,Integrated,APPLE M1,8.0GB,DDR4,256GB,,Not Specified,SSD,13.3,60.0Hz,2560x1600,BAB EZZOUAR,2025,8,8.0,256.0,0.0,60.0,,2560,1600,4096000,226.98300468106115,256.0,2048.0,0,Mid-Range,Premium,256.0
45000.0,Used - Good,APPLE,MACBOOK,,Standard Graphics,Integrated,INTEL CORE I5,8.0GB,DDR4,256GB,,Not Specified,SSD,14.0,60.0Hz,2560x1600,ALGER CENTRE,2025,6,8.0,256.0,0.0,60.0,,2560,1600,4096000,215.6338544470081,256.0,2048.0,0,Mid-Range,Premium,256.0
26500.0,Etat neuf,DELL,INSPIRON,,Intégrée,INTEL HD GRAPHICS,i3-6100,8.0GB,DDR4,240GB,,240GO,SSD,14.0,60.0Hz,1920x1080,BAB EZZOUAR,2025,8,8.0,240.0,0.0,60.0,,1920,1080,2073600,157.3505121487356,240.0,1920.0,0,Entry-Level,Mainstream,240.0
52000.0,Good Condition,DELL,LATITUDE,,Standard Graphics,Integrated,8TH GEN INTEL CORE I5 8365U,16.0GB,DDR5,512GB,,Not Specified,SSD,14.0,60.0Hz,1920x1080,Not Specified,2025,3,16.0,512.0,0.0,60.0,,1920,1080,2073600,157.3505121487356,512.0,8192.0,0,Mid-Range,Mainstream,512.0
179000.0,Bon état,INTEL,Not Specified,NVIDIA RTX 3060 8GB GDDR6,Integrée + Dédiée,INTEL UHD GRAPHICS,INTEL I7 11800H,16.0GB,DDR4,512GB,,512GO,SSD,15.0,60.0Hz,1920x1080,BAB EZZOUAR,2022,12,16.0,512.0,0.0,60.0,,1920,1080,2073600,146.86047800548656,512.0,8192.0,1,High-End,Niche,512.0
360000.0,Etat neuf,LENOVO,LEGION,NVIDIA RTX 4070 8GB,Standard Graphics,RADEON TM,Intel Core i9 14900HX,32.0GB,DDR5,1000GB,,1000GO,SSD,16.0,144.0Hz,3840x2160,BIRKHADEM,2025,8,32.0,1000.0,0.0,144.0,,3840,2160,8294400,275.3633962602873,1000.0,32000.0,1,Enthusiast,Mainstream,1000.0
155000.0,Neuf jamais utilisé,HP,ELITEBOOK,,Intégrée,Intel® Iris® Xe Graphics,Intel® Core™ i7-1355U,16.0GB,DDR5,512GB,,512GO,SSD,15.6,60.0Hz,2560x1440,AIN NAADJA,2025,8,16.0,512.0,0.0,60.0,,2560,1440,3686400,188.28266410959816,512.0,8192.0,0,High-End,Mainstream,512.0
39900.0,Good Condition,DELL,LATITUDE,,Standard Graphics,Integrated,6TH GEN INTEL CORE I5,8.0GB,DDR4,256GB,,Not Specified,SSD,14.0,60.0Hz,1920x1080,Not Specified,2025,8,8.0,256.0,0.0,60.0,,1920,1080,2073600,157.3505121487356,256.0,2048.0,0,Mid-Range,Mainstream,256.0
119000.0,Used - Good,HP,PAVILION,NVIDIA GEFORCE MX150,Standard Graphics,Integrated,INTEL CORE I7 8550U,16.0GB,DDR4,256GB,,Not Specified,SSD,15.0,60.0Hz,1920x1080,BAB EZZOUAR,2020,3,16.0,256.0,0.0,60.0,,1920,1080,2073600,146.86047800548656,256.0,4096.0,0,High-End,Mainstream,256.0
55000.0,Used - Good,HP,ELITEBOOK,,Standard Graphics,Integrated,INTEL CORE I5 8350U,8.0GB,DDR4,256GB,,Not Specified,SSD,14.0,60.0Hz,1920x1080,BATNA,2025,3,8.0,256.0,0.0,60.0,,1920,1080,2073600,157.3505121487356,256.0,2048.0,0,Mid-Range,Mainstream,256.0
245000.0,New,APPLE,MACBOOK,,Standard Graphics,Integrated,APPLE M4,16.0GB,DDR5,256GB,,Not Specified,SSD,13.0,60.0Hz,2560x1600,OULED FAYET,2025,8,16.0,256.0,0.0,60.0,,2560,1600,4096000,232.22107401985488,256.0,4096.0,0,Other,Premium,256.0
218000.0,New,LENOVO,THINKPAD,,Standard Graphics,Integrated,INTEL CORE I7 1370P,32.0GB,DDR5,512GB,,Not Specified,SSD,14.0,60.0Hz,1920x1080,ALGER CENTRE,2025,3,32.0,512.0,0.0,60.0,,1920,1080,2073600,157.3505121487356,512.0,16384.0,0,High-End,Mainstream,512.0
155000.0,New,HP,PAVILION,,Standard Graphics,Integrated,12TH GEN INTEL CORE I7 1260P,16.0GB,DDR5,512GB,,Not Specified,SSD,15.6,60.0Hz,1920x1080,BAB EZZOUAR,2025,7,16.0,512.0,0.0,60.0,1920x1080,1920,1080,2073600,141.21199808219862,512.0,8192.0,0,High-End,Mainstream,512.0
105000.0,Never Used (New),MICROSOFT,SURFACE,,Standard Graphics,Integrated,INTEL CORE I5 1135U,8.0GB,DDR4,256GB,,Not Specified,SSD,13.0,60.0Hz,2560x1440,Not Specified,2024,9,8.0,256.0,0.0,60.0,2560x1440,2560,1440,3686400,225.93919693151776,256.0,2048.0,0,Mid-Range,Premium,256.0
109000.0,Used - Good,HP,PAVILION,NVIDIA GEFORCE MX150,Standard Graphics,Integrated,8TH GEN INTEL CORE I7 8565U,16.0GB,DDR4,256GB,,Not Specified,SSD,14.0,60.0Hz,1920x1080,Not Specified,2022,10,16.0,256.0,0.0,60.0,,1920,1080,2073600,157.3505121487356,256.0,4096.0,0,High-End,Mainstream,256.0
130000.0,New,HP,PAVILION,,Standard Graphics,Integrated,INTEL CORE I5 1334U,16.0GB,DDR4,512GB,,Not Specified,SSD,17.3,60.0Hz,1920x1080,AIN NAADJA,2025,8,16.0,512.0,0.0,60.0,,1920,1080,2073600,127.33567457123112,512.0,8192.0,0,Mid-Range,Mainstream,512.0
158000.0,Etat neuf,Appel,Not Specified,,Standard Graphics,Integrated,Apple M1 8 Core 3200 MHz,8.0GB,DDR4,,512GB,512GO,HDD,13.0,60.0Hz,1920x1080,BOUMERDES,2021,9,8.0,0.0,512.0,60.0,,1920,1080,2073600,169.45439769863833,512.0,0.0,0,Mid-Range,Niche,102.4
68000.0,Bon état,MICROSOFT,Not Specified,,Intégrée,Intel® Iris® Plus Graphics 640,Intel® Core™ i7-7660U Processor,16.0GB,DDR5,512GB,,512GO,SSD,12.0,60.0Hz,1920x1080,BAB EZZOUAR,2024,10,16.0,512.0,0.0,60.0,,1920,1080,2073600,183.5755975068582,512.0,8192.0,0,High-End,Premium,512.0
87000.0,Etat neuf,Dell,INSPIRON,,Intégrée,Integrated,I7-8665U,16.0GB,DDR5,512GB,,512GO,SSD,13.0,60.0Hz,1920x1080,BAB EZZOUAR,2024,10,16.0,512.0,0.0,60.0,,1920,1080,2073600,169.45439769863833,512.0,8192.0,0,High-End,Mainstream,512.0
50000.0,Etat neuf,DELL INSPIRON 15 3000,Not Specified,,Intégrée,AMD Radeon Graphics,intel(R) Core (TM) i7-7500U CPU@2.70GHz 2.90 GHz,8.0GB,DDR4,442GB,,442 GBGO,SSD,15.6,60.0Hz,1920x1080,KOUBA,2024,10,8.0,442.0,0.0,60.0,,1920,1080,2073600,141.21199808219862,442.0,3536.0,0,High-End,Niche,442.0
109000.0,Neuf jamais utilisé,ACER,ASPIRE,,Intégrée,AMD RADEON GRAPHICS,AMD Ryzen 7 5700U,16.0GB,DDR4,,512GB,512GO,HDD,15.0,60.0Hz,1920x1080,KOUBA,2021,9,16.0,0.0,512.0,60.0,,1920,1080,2073600,146.86047800548656,512.0,0.0,0,High-End,Budget,102.4
36000.0,Good Condition,LENOVO,THINKPAD,,Standard Graphics,Integrated,INTEL CORE I5 6300U,8.0GB,DDR4,256GB,,Not Specified,SSD,14.0,60.0Hz,1366x768,Not Specified,2025,3,8.0,256.0,0.0,60.0,1366x768,1366,768,1049088,111.93520355955212,256.0,2048.0,0,Mid-Range,Mainstream,256.0
26000.0,Bon état,Acer,ASPIRE,,Intégrée,Intel hd 520,I5 6200u,8.0GB,DDR4,470GB,,470GO,SSD,15.6,60.0Hz,1920x1080,HADJOUT,2024,10,8.0,470.0,0.0,60.0,,1920,1080,2073600,141.21199808219862,470.0,3760.0,0,Mid-Range,Budget,470.0
139000.0,Bon état,Apple,Not Specified,,Intégrée,Intel Iris Pro 5200,Intel Core i7-4770HQ @ 2.20GHz,16.0GB,DDR5,256GB,,256GO,SSD,15.0,60.0Hz,1920x1080,BAB EZZOUAR,2024,10,16.0,256.0,0.0,60.0,,1920,1080,2073600,146.86047800548656,256.0,4096.0,0,High-End,Premium,256.0
165000.0,Etat neuf,DELL,INSPIRON,,Standard Graphics,Integrated,I7-1250U,32.0GB,DDR5,1000GB,,1000GO,SSD,13.0,60.0Hz,1920x1080,KOUBA,2025,8,32.0,1000.0,0.0,60.0,,1920,1080,2073600,169.45439769863833,1000.0,32000.0,0,High-End,Mainstream,1000.0
124000.0,Used - Good,DELL,LATITUDE,,Standard Graphics,Integrated,13TH GEN INTEL CORE I7 1365U,16.0GB,DDR5,512GB,,Not Specified,SSD,13.3,60.0Hz,1920x1080,BAB EZZOUAR,2025,5,16.0,512.0,0.0,60.0,1920x1080,1920,1080,2073600,165.6321180513006,512.0,8192.0,0,High-End,Mainstream,512.0
98000.0,Used - Fair,APPLE,MACBOOK,AMD RADEON PRO 560,Standard Graphics,Integrated,INTEL CORE I7,16.0GB,DDR5,512GB,,Not Specified,SSD,15.4,60.0Hz,3024x1964,ORAN,2025,3,16.0,512.0,0.0,60.0,,3024,1964,5939136,234.14356271499395,512.0,8192.0,0,High-End,Premium,512.0
82000.0,Good Condition,LENOVO,THINKPAD,,Standard Graphics,Integrated,7TH GEN INTEL CORE I5 7300U,8.0GB,DDR4,512GB,,Not Specified,SSD,14.0,60.0Hz,1920x1080,Not Specified,2020,1,8.0,512.0,0.0,60.0,,1920,1080,2073600,157.3505121487356,512.0,4096.0,0,Mid-Range,Mainstream,512.0
85000.0,Etat neuf,LENOVO,THINKPAD,,Intégrée,INTEL IRIS XE GRAPHICS,INTEL CORE I5-1245U,32.0GB,DDR5,512GB,,512GBGO,SSD,14.0,60.0Hz,1920x1080,BAB EZZOUAR,2025,8,32.0,512.0,0.0,60.0,,1920,1080,2073600,157.3505121487356,512.0,16384.0,0,Mid-Range,Mainstream,512.0
182000.0,New,DELL,LATITUDE,,Standard Graphics,Integrated,12TH GEN INTEL CORE I7 1255U,16.0GB,DDR5,512GB,,Not Specified,SSD,15.6,60.0Hz,2560x1440,BAB EZZOUAR,2025,7,16.0,512.0,0.0,60.0,,2560,1440,3686400,188.28266410959816,512.0,8192.0,0,High-End,Mainstream,512.0
50000.0,Used - Poor,LENOVO,THINKPAD,,Standard Graphics,Integrated,8TH GEN INTEL CORE I5 8265U,16.0GB,DDR5,128GB,,Not Specified,SSD,14.0,60.0Hz,1920x1080,Not Specified,2024,8,16.0,128.0,0.0,60.0,,1920,1080,2073600,157.3505121487356,128.0,2048.0,0,Mid-Range,Mainstream,128.0
98000.0,Used - Good,LENOVO,THINKPAD,,Standard Graphics,Integrated,13TH GEN INTEL CORE I7 1355U,16.0GB,DDR5,512GB,,Not Specified,SSD,15.6,60.0Hz,1920x1080,BIRKHADEM,2025,7,16.0,512.0,0.0,60.0,1920x1080,1920,1080,2073600,141.21199808219862,512.0,8192.0,0,High-End,Mainstream,512.0
132000.0,Used - Good,ASUS,ROG,NVIDIA GEFORCE GTX 1050,Standard Graphics,Integrated,7TH GEN INTEL CORE I7 7700HQ,16.0GB,DDR4,128GB,1024GB,Not Specified,Hybrid,14.0,60.0Hz,1920x1080,SIDI BEL ABBES,2021,7,16.0,128.0,1024.0,60.0,,1920,1080,2073600,157.3505121487356,1152.0,2048.0,1,High-End,Mainstream,332.8
112000.0,Bon état,LENOVO,IDEAPAD,,Intégrée,INTEL IRIS XE GRAPHICS,I7 1185G7,32.0GB,DDR4,512GB,,512GO,SSD,14.0,60.0Hz,1920x1080,BAB EZZOUAR,2022,12,32.0,512.0,0.0,60.0,,1920,1080,2073600,157.3505121487356,512.0,16384.0,0,High-End,Mainstream,512.0
100000.0,Used - Good,APPLE,MACBOOK,,Standard Graphics,Integrated,APPLE M1,8.0GB,DDR4,256GB,,Not Specified,SSD,14.0,60.0Hz,2560x1600,CHERAGA,2025,3,8.0,256.0,0.0,60.0,,2560,1600,4096000,215.6338544470081,256.0,2048.0,0,Mid-Range,Premium,256.0
60000.0,Neuf jamais utilisé,LAPTOP-KE014G4Q,Not Specified,,Standard Graphics,Integrated,Intel(R) Celeron (R) 6305@1.80GHz,4.0GB,DDR4,119GB,,119GO,SSD,14.0,60.0Hz,1920x1080,BAB EZZOUAR,2024,10,4.0,119.0,0.0,60.0,,1920,1080,2073600,157.3505121487356,119.0,476.0,0,Entry-Level,Niche,119.0
120000.0,New,LENOVO,IDEAPAD,,Standard Graphics,Integrated,12TH GEN INTEL CORE I5 12450H,16.0GB,DDR5,512GB,,Not Specified,SSD,14.1,60.0Hz,1920x1080,BAB EZZOUAR,2025,8,16.0,512.0,0.0,60.0,1920x1080,1920,1080,2073600,156.23455106966654,512.0,8192.0,0,Mid-Range,Mainstream,512.0
179000.0,Etat neuf,DELL,LATITUDE,NVIDIA Quadro T2000 with Max-Q Design 4GB,Integrée + Dédiée,INTEL UHD GRAPHICS,INTEL 10EME GENERATION vPRO CORE i9-10885H @2.40GHz,32.0GB,DDR5,1024GB,,1024GO,SSD,15.0,60.0Hz,1920x1080,MOSTAGANEM,2025,8,32.0,1024.0,0.0,60.0,,1920,1080,2073600,146.86047800548656,1024.0,32768.0,0,Enthusiast,Mainstream,1024.0
139000.0,New,DELL,LATITUDE,,Standard Graphics,Integrated,13TH GEN INTEL CORE I5 1355U,8.0GB,DDR4,256GB,,Not Specified,SSD,15.0,60.0Hz,1920x1080,BAB EZZOUAR,2025,6,8.0,256.0,0.0,60.0,,1920,1080,2073600,146.86047800548656,256.0,2048.0,0,Mid-Range,Mainstream,256.0
85000.0,Good Condition,LENOVO,THINKPAD,,Standard Graphics,Integrated,10TH GEN INTEL CORE I5 10310U,8.0GB,DDR4,256GB,,Not Specified,SSD,14.0,60.0Hz,1920x1080,Not Specified,2024,6,8.0,256.0,0.0,60.0,,1920,1080,2073600,157.3505121487356,256.0,2048.0,0,Mid-Range,Mainstream,256.0
260000.0,Neuf jamais utilisé,HP,PAVILION,,Integrée + Dédiée,Integrated,I7 1255U,16.0GB,DDR5,512GB,,512GO,SSD,13.5,60.0Hz,1920x1080,DOUERA,2023,1,16.0,512.0,0.0,60.0,,1920,1080,2073600,163.1783088949851,512.0,8192.0,0,High-End,Mainstream,512.0
89000.0,Used - Fair,APPLE,MACBOOK,,Standard Graphics,Integrated,APPLE M1,8.0GB,DDR4,256GB,,Not Specified,SSD,13.0,60.0Hz,2560x1600,TEBESSA,2024,10,8.0,256.0,0.0,60.0,,2560,1600,4096000,232.22107401985488,256.0,2048.0,0,Mid-Range,Premium,256.0
154990.0,Etat neuf,Apple,Not Specified,,Intégrée,Iris xe,Intel(R) Core(TM) I7-1250U,16.0GB,DDR5,512GB,,512GO,SSD,13.0,60.0Hz,1920x1080,DELY BRAHIM,2024,10,16.0,512.0,0.0,60.0,,1920,1080,2073600,169.45439769863833,512.0,8192.0,0,High-End,Premium,512.0
165000.0,Never Used (New),DELL,LATITUDE,,Standard Graphics,Integrated,13TH GEN INTEL CORE I7 1365U,32.0GB,DDR5,512GB,,Not Specified,SSD,13.0,60.0Hz,1920x1080,Not Specified,2025,1,32.0,512.0,0.0,60.0,,1920,1080,2073600,169.45439769863833,512.0,16384.0,0,High-End,Mainstream,512.0
80000.0,Bon état,Dell,LATITUDE,,Intégrée,Intel Iris Xe Graphics,Intel core i5 1145G7 2.6 GHZ 4cores  8 Threads 8 Mo Cache .,8.0GB,DDR4,256GB,,256GO,SSD,14.0,60.0Hz,1920x1080,ALGER CENTRE,2024,10,8.0,256.0,0.0,60.0,,1920,1080,2073600,157.3505121487356,256.0,2048.0,0,Mid-Range,Mainstream,256.0
